split,method,seed,episodes,sequential_success,sequential_success_ci95,immediate_success,future_success,combined_energy_mean,combined_energy_ci95,affordance_debt_mean,tail_future_debt_mean,future_support_margin_mean,balance_failure_rate,unique_first_postures
opposite_side_sequence,future_distribution_mpc,3,24,0.1667,0.1523,0.7917,0.1667,0.5270,0.0386,0.0941,0.1134,0.0555,0.0000,3
opposite_side_sequence,future_distribution_mpc,4,24,0.3750,0.1979,0.5833,0.4583,0.4873,0.0386,0.0902,0.1087,0.0545,0.0000,3
opposite_side_sequence,future_distribution_mpc,5,24,0.0833,0.1130,0.5833,0.1250,0.5438,0.0336,0.0956,0.1184,0.0607,0.0000,3
opposite_side_sequence,future_distribution_mpc,6,24,0.1250,0.1352,0.5417,0.2917,0.5359,0.0402,0.0934,0.1144,0.0565,0.0000,3
opposite_side_sequence,future_distribution_mpc,7,24,0.1250,0.1352,0.6250,0.2917,0.5083,0.0412,0.0932,0.1110,0.0619,0.0000,3
opposite_side_sequence,greedy_reach_mpc,0,24,0.0833,0.1130,0.7500,0.1667,0.5018,0.0286,0.0000,0.1063,0.0567,0.0000,2
opposite_side_sequence,greedy_reach_mpc,1,24,0.0417,0.0817,0.5833,0.1250,0.5245,0.0298,0.0000,0.1128,0.0591,0.0000,3
opposite_side_sequence,greedy_reach_mpc,2,24,0.1250,0.1352,0.5833,0.2083,0.5131,0.0368,0.0000,0.1079,0.0509,0.0000,3
opposite_side_sequence,greedy_reach_mpc,3,24,0.1667,0.1523,0.7917,0.1667,0.5286,0.0394,0.0000,0.1135,0.0540,0.0000,3
opposite_side_sequence,greedy_reach_mpc,4,24,0.3750,0.1979,0.5833,0.4583,0.4881,0.0387,0.0000,0.1088,0.0535,0.0000,3
opposite_side_sequence,greedy_reach_mpc,5,24,0.0833,0.1130,0.5833,0.1250,0.5454,0.0342,0.0000,0.1186,0.0574,0.0000,3
opposite_side_sequence,greedy_reach_mpc,6,24,0.0833,0.1130,0.5417,0.2500,0.5396,0.0414,0.0000,0.1149,0.0516,0.0000,3
opposite_side_sequence,greedy_reach_mpc,7,24,0.1250,0.1352,0.6250,0.2917,0.5098,0.0411,0.0000,0.1112,0.0610,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,0,24,0.0833,0.1130,0.7500,0.1667,0.4988,0.0279,0.0874,0.1059,0.0632,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,1,24,0.0417,0.0817,0.5833,0.1667,0.5209,0.0297,0.0907,0.1125,0.0641,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,2,24,0.1667,0.1523,0.5833,0.2500,0.5108,0.0371,0.0885,0.1076,0.0545,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,3,24,0.1667,0.1523,0.7083,0.1667,0.5233,0.0376,0.0921,0.1131,0.0617,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,4,24,0.3750,0.1979,0.5833,0.4583,0.4848,0.0381,0.0880,0.1084,0.0590,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,5,24,0.1250,0.1352,0.5833,0.1667,0.5425,0.0338,0.0928,0.1181,0.0601,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,6,24,0.1250,0.1352,0.5417,0.2917,0.5334,0.0398,0.0909,0.1141,0.0608,0.0000,3
opposite_side_sequence,learned_linear_debt_proxy,7,24,0.1250,0.1352,0.6250,0.2917,0.5078,0.0410,0.0914,0.1110,0.0629,0.0000,3
opposite_side_sequence,oracle_two_step_mpc,0,24,0.0833,0.1130,0.7083,0.2083,0.4964,0.0286,0.0000,0.1052,0.0673,0.0000,4
opposite_side_sequence,oracle_two_step_mpc,1,24,0.0417,0.0817,0.5417,0.2083,0.5185,0.0292,0.0000,0.1116,0.0717,0.0000,4
opposite_side_sequence,oracle_two_step_mpc,2,24,0.1667,0.1523,0.5000,0.3750,0.5080,0.0365,0.0000,0.1064,0.0627,0.0000,4
opposite_side_sequence,oracle_two_step_mpc,3,24,0.2500,0.1770,0.7083,0.2917,0.5182,0.0384,0.0000,0.1120,0.0690,0.0000,5
opposite_side_sequence,oracle_two_step_mpc,4,24,0.3750,0.1979,0.5833,0.5000,0.4822,0.0382,0.0000,0.1071,0.0669,0.0000,5
opposite_side_sequence,oracle_two_step_mpc,5,24,0.1250,0.1352,0.4583,0.2083,0.5373,0.0332,0.0000,0.1167,0.0693,0.0000,5
opposite_side_sequence,oracle_two_step_mpc,6,24,0.1250,0.1352,0.4167,0.2917,0.5300,0.0398,0.0000,0.1134,0.0672,0.0000,4
opposite_side_sequence,oracle_two_step_mpc,7,24,0.1667,0.1523,0.6250,0.3333,0.5049,0.0407,0.0000,0.1096,0.0675,0.0000,5
opposite_side_sequence,random_posture,0,24,0.1250,0.1352,0.3333,0.5000,0.5867,0.0689,0.0000,0.0961,0.0680,0.0000,12
opposite_side_sequence,random_posture,1,24,0.0833,0.1130,0.2917,0.3333,0.6138,0.0710,0.0000,0.1028,0.0684,0.0000,13
opposite_side_sequence,random_posture,2,24,0.1667,0.1523,0.2917,0.6250,0.6214,0.0888,0.0000,0.0967,0.0586,0.0000,11
opposite_side_sequence,random_posture,3,24,0.1667,0.1523,0.4583,0.3750,0.6285,0.0941,0.0000,0.1024,0.0658,0.0000,13
opposite_side_sequence,random_posture,4,24,0.2083,0.1660,0.3750,0.5833,0.5392,0.0634,0.0000,0.1015,0.0624,0.0000,14
opposite_side_sequence,random_posture,5,24,0.0833,0.1130,0.4167,0.2500,0.6230,0.0800,0.0000,0.1096,0.0623,0.0000,13
opposite_side_sequence,random_posture,6,24,0.0417,0.0817,0.2500,0.3750,0.7110,0.0939,0.0000,0.0975,0.0618,0.0000,11
opposite_side_sequence,random_posture,7,24,0.0833,0.1130,0.3750,0.3333,0.6841,0.1027,0.0000,0.0947,0.0678,0.0000,13
opposite_side_sequence,robust_balance_mpc,0,24,0.0833,0.1130,0.7500,0.1667,0.4995,0.0281,0.0000,0.1060,0.0617,0.0000,2
opposite_side_sequence,robust_balance_mpc,1,24,0.0417,0.0817,0.5833,0.1250,0.5228,0.0293,0.0000,0.1127,0.0621,0.0000,3
opposite_side_sequence,robust_balance_mpc,2,24,0.1667,0.1523,0.5833,0.2500,0.5112,0.0369,0.0000,0.1076,0.0536,0.0000,3
opposite_side_sequence,robust_balance_mpc,3,24,0.1667,0.1523,0.7083,0.1667,0.5245,0.0380,0.0000,0.1132,0.0608,0.0000,3
opposite_side_sequence,robust_balance_mpc,4,24,0.3750,0.1979,0.5833,0.4583,0.4860,0.0385,0.0000,0.1086,0.0571,0.0000,3
opposite_side_sequence,robust_balance_mpc,5,24,0.0833,0.1130,0.5833,0.1250,0.5438,0.0336,0.0000,0.1184,0.0607,0.0000,3
opposite_side_sequence,robust_balance_mpc,6,24,0.1250,0.1352,0.5417,0.2917,0.5341,0.0401,0.0000,0.1143,0.0598,0.0000,3
opposite_side_sequence,robust_balance_mpc,7,24,0.1250,0.1352,0.6250,0.2917,0.5092,0.0409,0.0000,0.1112,0.0619,0.0000,3
payload_shift,arm_only_reach,0,24,0.3333,0.1927,0.6250,0.5833,0.3999,0.0564,0.0000,0.0671,0.1216,0.0000,1
payload_shift,arm_only_reach,1,24,0.3750,0.1979,0.5417,0.7917,0.4153,0.0318,0.0000,0.0653,0.1288,0.0000,1
payload_shift,arm_only_reach,2,24,0.6250,0.1979,0.8333,0.7500,0.3614,0.0390,0.0000,0.0618,0.1203,0.0000,1
payload_shift,arm_only_reach,3,24,0.5417,0.2036,0.7500,0.7500,0.3804,0.0420,0.0000,0.0655,0.1216,0.0000,1
payload_shift,arm_only_reach,4,24,0.5833,0.2015,0.6667,0.7917,0.3793,0.0473,0.0000,0.0628,0.1288,0.0000,1
payload_shift,arm_only_reach,5,24,0.5000,0.2043,0.8750,0.6250,0.3608,0.0323,0.0000,0.0635,0.1259,0.0000,1
payload_shift,arm_only_reach,6,24,0.5000,0.2043,0.7500,0.7083,0.4007,0.0355,0.0000,0.0582,0.1263,0.0000,1
payload_shift,arm_only_reach,7,24,0.4167,0.2015,0.7083,0.6667,0.3938,0.0376,0.0000,0.0637,0.1309,0.0000,1
payload_shift,bar_mpc_no_online,0,24,0.4583,0.2036,0.7917,0.5833,0.3870,0.0578,0.0515,0.0694,0.1260,0.0000,7
payload_shift,bar_mpc_no_online,1,24,0.4167,0.2015,0.6250,0.7917,0.3985,0.0310,0.0517,0.0676,0.1321,0.0000,7
payload_shift,bar_mpc_no_online,2,24,0.6250,0.1979,0.8750,0.7083,0.3431,0.0379,0.0494,0.0643,0.1219,0.0000,7
payload_shift,bar_mpc_no_online,3,24,0.6667,0.1927,0.9167,0.7500,0.3594,0.0418,0.0510,0.0680,0.1175,0.0000,7
payload_shift,bar_mpc_no_online,4,24,0.6250,0.1979,0.7083,0.7917,0.3629,0.0475,0.0483,0.0648,0.1318,0.0000,7
payload_shift,bar_mpc_no_online,5,24,0.5417,0.2036,0.8750,0.6667,0.3401,0.0354,0.0508,0.0667,0.1290,0.0000,6
payload_shift,bar_mpc_no_online,6,24,0.5000,0.2043,0.8333,0.6250,0.3802,0.0338,0.0475,0.0613,0.1255,0.0000,9
payload_shift,bar_mpc_no_online,7,24,0.4583,0.2036,0.7083,0.7083,0.3695,0.0386,0.0499,0.0664,0.1325,0.0000,6
payload_shift,bar_mpc_v5,0,24,0.4583,0.2036,0.7917,0.5833,0.3870,0.0578,0.0515,0.0694,0.1260,0.0000,7
payload_shift,bar_mpc_v5,1,24,0.4167,0.2015,0.6250,0.7917,0.3985,0.0310,0.0517,0.0676,0.1321,0.0000,7
payload_shift,bar_mpc_v5,2,24,0.6250,0.1979,0.8750,0.7083,0.3431,0.0379,0.0494,0.0643,0.1219,0.0000,7
payload_shift,bar_mpc_v5,3,24,0.6667,0.1927,0.9167,0.7500,0.3594,0.0418,0.0510,0.0680,0.1175,0.0000,7
payload_shift,bar_mpc_v5,4,24,0.6250,0.1979,0.7083,0.7917,0.3629,0.0475,0.0483,0.0648,0.1318,0.0000,7
payload_shift,bar_mpc_v5,5,24,0.5417,0.2036,0.8750,0.6667,0.3401,0.0354,0.0508,0.0667,0.1290,0.0000,6
payload_shift,bar_mpc_v5,6,24,0.5000,0.2043,0.8333,0.6250,0.3802,0.0338,0.0475,0.0613,0.1255,0.0000,9
payload_shift,bar_mpc_v5,7,24,0.4583,0.2036,0.7083,0.7083,0.3695,0.0386,0.0499,0.0664,0.1325,0.0000,6
payload_shift,comfort_regularized_mpc,0,24,0.4583,0.2036,0.7917,0.5833,0.3870,0.0578,0.0000,0.0694,0.1260,0.0000,7
payload_shift,comfort_regularized_mpc,1,24,0.4167,0.2015,0.6250,0.7917,0.3979,0.0309,0.0000,0.0682,0.1304,0.0000,7
payload_shift,comfort_regularized_mpc,2,24,0.6250,0.1979,0.8750,0.7083,0.3448,0.0372,0.0000,0.0645,0.1209,0.0000,8
payload_shift,comfort_regularized_mpc,3,24,0.6667,0.1927,0.9167,0.7500,0.3581,0.0422,0.0000,0.0687,0.1170,0.0000,7
payload_shift,comfort_regularized_mpc,4,24,0.6250,0.1979,0.7083,0.7917,0.3634,0.0474,0.0000,0.0651,0.1327,0.0000,6
payload_shift,comfort_regularized_mpc,5,24,0.5417,0.2036,0.8750,0.6667,0.3401,0.0354,0.0000,0.0667,0.1290,0.0000,6
payload_shift,comfort_regularized_mpc,6,24,0.5000,0.2043,0.8333,0.6250,0.3799,0.0335,0.0000,0.0619,0.1238,0.0000,8
payload_shift,comfort_regularized_mpc,7,24,0.4583,0.2036,0.7083,0.7083,0.3694,0.0379,0.0000,0.0669,0.1328,0.0000,7
payload_shift,current_target_only_greedy,0,24,0.4583,0.2036,0.7917,0.5417,0.3877,0.0580,0.0000,0.0697,0.1264,0.0000,8
payload_shift,current_target_only_greedy,1,24,0.4167,0.2015,0.6250,0.7917,0.3988,0.0314,0.0000,0.0686,0.1306,0.0000,7
payload_shift,current_target_only_greedy,2,24,0.5833,0.2015,0.8750,0.6667,0.3466,0.0379,0.0000,0.0654,0.1193,0.0000,8
payload_shift,current_target_only_greedy,3,24,0.6667,0.1927,0.9167,0.7500,0.3595,0.0418,0.0000,0.0691,0.1159,0.0000,9
payload_shift,current_target_only_greedy,4,24,0.6667,0.1927,0.7500,0.7917,0.3634,0.0474,0.0000,0.0656,0.1341,0.0000,6
payload_shift,current_target_only_greedy,5,24,0.5417,0.2036,0.8750,0.6667,0.3412,0.0356,0.0000,0.0673,0.1259,0.0000,7
payload_shift,current_target_only_greedy,6,24,0.5000,0.2043,0.8333,0.6250,0.3807,0.0335,0.0000,0.0625,0.1236,0.0000,8
payload_shift,current_target_only_greedy,7,24,0.4583,0.2036,0.7083,0.7083,0.3690,0.0375,0.0000,0.0673,0.1323,0.0000,6
payload_shift,future_distribution_mpc,0,24,0.4583,0.2036,0.7917,0.5833,0.3870,0.0578,0.0515,0.0694,0.1260,0.0000,7
payload_shift,future_distribution_mpc,1,24,0.4167,0.2015,0.6250,0.7917,0.3985,0.0310,0.0517,0.0676,0.1321,0.0000,7
payload_shift,future_distribution_mpc,2,24,0.6250,0.1979,0.8750,0.7083,0.3431,0.0379,0.0494,0.0643,0.1219,0.0000,7
payload_shift,future_distribution_mpc,3,24,0.6667,0.1927,0.9167,0.7500,0.3592,0.0417,0.0511,0.0681,0.1169,0.0000,7
payload_shift,future_distribution_mpc,4,24,0.6250,0.1979,0.7083,0.7917,0.3629,0.0475,0.0483,0.0648,0.1318,0.0000,7
payload_shift,future_distribution_mpc,5,24,0.5417,0.2036,0.8750,0.6667,0.3401,0.0354,0.0508,0.0667,0.1290,0.0000,6
payload_shift,future_distribution_mpc,6,24,0.5000,0.2043,0.8333,0.6250,0.3802,0.0338,0.0475,0.0613,0.1255,0.0000,9
payload_shift,future_distribution_mpc,7,24,0.4583,0.2036,0.7083,0.7083,0.3696,0.0384,0.0499,0.0665,0.1331,0.0000,7
payload_shift,greedy_reach_mpc,0,24,0.4583,0.2036,0.7917,0.5417,0.3877,0.0580,0.0000,0.0697,0.1264,0.0000,8
payload_shift,greedy_reach_mpc,1,24,0.4167,0.2015,0.6250,0.7917,0.3988,0.0314,0.0000,0.0686,0.1306,0.0000,7
payload_shift,greedy_reach_mpc,2,24,0.5833,0.2015,0.8750,0.6667,0.3466,0.0379,0.0000,0.0654,0.1193,0.0000,8
payload_shift,greedy_reach_mpc,3,24,0.6667,0.1927,0.9167,0.7500,0.3595,0.0418,0.0000,0.0691,0.1159,0.0000,9
payload_shift,greedy_reach_mpc,4,24,0.6667,0.1927,0.7500,0.7917,0.3634,0.0474,0.0000,0.0656,0.1341,0.0000,6
payload_shift,greedy_reach_mpc,5,24,0.5417,0.2036,0.8750,0.6667,0.3412,0.0356,0.0000,0.0673,0.1259,0.0000,7
payload_shift,greedy_reach_mpc,6,24,0.5000,0.2043,0.8333,0.6250,0.3807,0.0335,0.0000,0.0625,0.1236,0.0000,8
payload_shift,greedy_reach_mpc,7,24,0.4583,0.2036,0.7083,0.7083,0.3690,0.0375,0.0000,0.0673,0.1323,0.0000,6
payload_shift,learned_linear_debt_proxy,0,24,0.4583,0.2036,0.7917,0.5833,0.3871,0.0578,0.0505,0.0686,0.1264,0.0000,8
payload_shift,learned_linear_debt_proxy,1,24,0.4583,0.2036,0.6250,0.8333,0.3997,0.0313,0.0511,0.0671,0.1321,0.0000,6
payload_shift,learned_linear_debt_proxy,2,24,0.6250,0.1979,0.8750,0.7083,0.3443,0.0383,0.0488,0.0639,0.1216,0.0000,7
payload_shift,learned_linear_debt_proxy,3,24,0.5833,0.2015,0.8333,0.7500,0.3612,0.0422,0.0503,0.0672,0.1195,0.0000,7
payload_shift,learned_linear_debt_proxy,4,24,0.6250,0.1979,0.7083,0.7917,0.3622,0.0471,0.0478,0.0643,0.1296,0.0000,7
payload_shift,learned_linear_debt_proxy,5,24,0.5417,0.2036,0.8750,0.6667,0.3420,0.0351,0.0492,0.0654,0.1286,0.0000,6
payload_shift,learned_linear_debt_proxy,6,24,0.5000,0.2043,0.8333,0.6250,0.3833,0.0338,0.0467,0.0607,0.1270,0.0000,6
payload_shift,learned_linear_debt_proxy,7,24,0.4583,0.2036,0.7083,0.7083,0.3710,0.0391,0.0488,0.0655,0.1319,0.0000,5
payload_shift,oracle_two_step_mpc,0,24,0.4583,0.2036,0.7500,0.6250,0.3845,0.0579,0.0000,0.0695,0.1216,0.0000,8
payload_shift,oracle_two_step_mpc,1,24,0.4167,0.2015,0.6250,0.7917,0.3965,0.0310,0.0000,0.0683,0.1291,0.0000,9
payload_shift,oracle_two_step_mpc,2,24,0.6250,0.1979,0.8750,0.7083,0.3411,0.0385,0.0000,0.0651,0.1209,0.0000,9
payload_shift,oracle_two_step_mpc,3,24,0.6667,0.1927,0.8750,0.7917,0.3554,0.0425,0.0000,0.0689,0.1177,0.0000,6
payload_shift,oracle_two_step_mpc,4,24,0.6667,0.1927,0.7500,0.7917,0.3586,0.0470,0.0000,0.0652,0.1276,0.0000,8
payload_shift,oracle_two_step_mpc,5,24,0.5833,0.2015,0.8750,0.7083,0.3390,0.0352,0.0000,0.0671,0.1306,0.0000,6
payload_shift,oracle_two_step_mpc,6,24,0.4583,0.2036,0.7917,0.6250,0.3765,0.0342,0.0000,0.0618,0.1260,0.0000,7
payload_shift,oracle_two_step_mpc,7,24,0.4583,0.2036,0.7083,0.7083,0.3668,0.0380,0.0000,0.0668,0.1299,0.0000,6
payload_shift,random_posture,0,24,0.3750,0.1979,0.5417,0.5833,0.4836,0.0849,0.0000,0.0686,0.1180,0.0000,12
payload_shift,random_posture,1,24,0.2917,0.1858,0.5000,0.7500,0.4476,0.0423,0.0000,0.0657,0.1277,0.0000,12
payload_shift,random_posture,2,24,0.4167,0.2015,0.6250,0.7500,0.4243,0.0539,0.0000,0.0646,0.1179,0.0000,14
payload_shift,random_posture,3,24,0.4167,0.2015,0.5833,0.7500,0.4431,0.0576,0.0000,0.0682,0.1211,0.0000,12
payload_shift,random_posture,4,24,0.4167,0.2015,0.4583,0.8333,0.4457,0.0645,0.0000,0.0651,0.1222,0.0000,13
payload_shift,random_posture,5,24,0.3750,0.1979,0.6667,0.6667,0.4016,0.0483,0.0000,0.0660,0.1231,0.0000,12
payload_shift,random_posture,6,24,0.3333,0.1927,0.4167,0.7083,0.5053,0.0598,0.0000,0.0634,0.1206,0.0000,13
payload_shift,random_posture,7,24,0.2083,0.1660,0.4167,0.6667,0.4983,0.0634,0.0000,0.0657,0.1247,0.0000,12
payload_shift,robust_balance_mpc,0,24,0.4583,0.2036,0.7917,0.5833,0.3870,0.0578,0.0000,0.0694,0.1260,0.0000,7
payload_shift,robust_balance_mpc,1,24,0.4167,0.2015,0.6250,0.7917,0.3979,0.0309,0.0000,0.0682,0.1304,0.0000,7
payload_shift,robust_balance_mpc,2,24,0.5833,0.2015,0.8750,0.6667,0.3456,0.0372,0.0000,0.0648,0.1203,0.0000,8
payload_shift,robust_balance_mpc,3,24,0.6667,0.1927,0.9167,0.7500,0.3587,0.0421,0.0000,0.0688,0.1165,0.0000,8
payload_shift,robust_balance_mpc,4,24,0.6250,0.1979,0.7083,0.7917,0.3634,0.0474,0.0000,0.0651,0.1327,0.0000,6
payload_shift,robust_balance_mpc,5,24,0.5417,0.2036,0.8750,0.6667,0.3401,0.0354,0.0000,0.0667,0.1290,0.0000,6
payload_shift,robust_balance_mpc,6,24,0.5000,0.2043,0.8333,0.6250,0.3799,0.0335,0.0000,0.0619,0.1238,0.0000,8
payload_shift,robust_balance_mpc,7,24,0.4583,0.2036,0.7083,0.7083,0.3694,0.0379,0.0000,0.0669,0.1328,0.0000,7
support_reversal,arm_only_reach,0,24,0.1250,0.1352,0.3750,0.2917,0.5287,0.0397,0.0000,0.0855,0.0690,0.0000,1
support_reversal,arm_only_reach,1,24,0.2917,0.1858,0.6667,0.4167,0.5086,0.0321,0.0000,0.0888,0.0682,0.0000,1
support_reversal,arm_only_reach,2,24,0.2500,0.1770,0.5417,0.4167,0.5054,0.0347,0.0000,0.0866,0.0672,0.0000,1
support_reversal,arm_only_reach,3,24,0.1667,0.1523,0.4583,0.4167,0.5119,0.0344,0.0000,0.0860,0.0666,0.0000,1
support_reversal,arm_only_reach,4,24,0.2083,0.1660,0.5000,0.2500,0.5275,0.0339,0.0000,0.0946,0.0673,0.0000,1
support_reversal,arm_only_reach,5,24,0.2083,0.1660,0.3750,0.5000,0.5082,0.0287,0.0000,0.0827,0.0649,0.0000,1
support_reversal,arm_only_reach,6,24,0.2083,0.1660,0.3750,0.3333,0.5176,0.0390,0.0000,0.0850,0.0703,0.0000,1
support_reversal,arm_only_reach,7,24,0.1250,0.1352,0.4167,0.2500,0.5150,0.0333,0.0000,0.0901,0.0681,0.0000,1
support_reversal,bar_mpc_no_online,0,24,0.0833,0.1130,0.8333,0.1250,0.4998,0.0396,0.0705,0.0883,0.0606,0.0000,4
support_reversal,bar_mpc_no_online,1,24,0.1667,0.1523,0.7917,0.2917,0.4808,0.0381,0.0718,0.0917,0.0612,0.0000,3
support_reversal,bar_mpc_no_online,2,24,0.1667,0.1523,0.6667,0.2917,0.4800,0.0378,0.0698,0.0890,0.0615,0.0000,3
support_reversal,bar_mpc_no_online,3,24,0.1667,0.1523,0.7500,0.2917,0.4886,0.0335,0.0685,0.0891,0.0545,0.0000,3
support_reversal,bar_mpc_no_online,4,24,0.1250,0.1352,0.7083,0.1667,0.5010,0.0321,0.0758,0.0973,0.0600,0.0000,3
support_reversal,bar_mpc_no_online,5,24,0.3333,0.1927,0.7083,0.3750,0.4805,0.0366,0.0683,0.0861,0.0559,0.0000,3
support_reversal,bar_mpc_no_online,6,24,0.1667,0.1523,0.5417,0.2917,0.4921,0.0376,0.0688,0.0874,0.0628,0.0000,3
support_reversal,bar_mpc_no_online,7,24,0.2083,0.1660,0.8333,0.2917,0.4886,0.0383,0.0736,0.0929,0.0669,0.0000,3
support_reversal,bar_mpc_v5,0,24,0.0833,0.1130,0.8333,0.1250,0.4998,0.0396,0.0705,0.0883,0.0606,0.0000,4
support_reversal,bar_mpc_v5,1,24,0.1667,0.1523,0.7917,0.2917,0.4808,0.0381,0.0718,0.0917,0.0612,0.0000,3
support_reversal,bar_mpc_v5,2,24,0.1667,0.1523,0.6667,0.2917,0.4800,0.0378,0.0698,0.0890,0.0615,0.0000,3
support_reversal,bar_mpc_v5,3,24,0.1667,0.1523,0.7500,0.2917,0.4886,0.0335,0.0685,0.0891,0.0545,0.0000,3
support_reversal,bar_mpc_v5,4,24,0.1250,0.1352,0.7083,0.1667,0.5010,0.0321,0.0758,0.0973,0.0600,0.0000,3
support_reversal,bar_mpc_v5,5,24,0.3333,0.1927,0.7083,0.3750,0.4805,0.0366,0.0683,0.0861,0.0559,0.0000,3
support_reversal,bar_mpc_v5,6,24,0.1667,0.1523,0.5417,0.2917,0.4921,0.0376,0.0688,0.0874,0.0628,0.0000,3
support_reversal,bar_mpc_v5,7,24,0.2083,0.1660,0.8333,0.2917,0.4886,0.0383,0.0736,0.0929,0.0669,0.0000,3
support_reversal,comfort_regularized_mpc,0,24,0.0833,0.1130,0.8750,0.1250,0.5007,0.0404,0.0000,0.0894,0.0537,0.0000,3
support_reversal,comfort_regularized_mpc,1,24,0.1667,0.1523,0.8333,0.2500,0.4851,0.0385,0.0000,0.0925,0.0502,0.0000,3
support_reversal,comfort_regularized_mpc,2,24,0.1667,0.1523,0.6667,0.2917,0.4823,0.0382,0.0000,0.0897,0.0561,0.0000,3
support_reversal,comfort_regularized_mpc,3,24,0.2083,0.1660,0.7917,0.2917,0.4904,0.0337,0.0000,0.0895,0.0498,0.0000,3
support_reversal,comfort_regularized_mpc,4,24,0.1250,0.1352,0.7083,0.1667,0.5025,0.0319,0.0000,0.0978,0.0529,0.0000,3
support_reversal,comfort_regularized_mpc,5,24,0.2917,0.1858,0.7500,0.3333,0.4844,0.0374,0.0000,0.0868,0.0477,0.0000,3
support_reversal,comfort_regularized_mpc,6,24,0.1250,0.1352,0.5833,0.2500,0.4969,0.0375,0.0000,0.0883,0.0534,0.0000,3
support_reversal,comfort_regularized_mpc,7,24,0.1667,0.1523,0.8333,0.2500,0.4901,0.0387,0.0000,0.0933,0.0619,0.0000,3
support_reversal,current_target_only_greedy,0,24,0.0833,0.1130,0.8750,0.1250,0.5026,0.0403,0.0000,0.0894,0.0522,0.0000,3
support_reversal,current_target_only_greedy,1,24,0.1667,0.1523,0.8333,0.2500,0.4851,0.0385,0.0000,0.0925,0.0502,0.0000,3
support_reversal,current_target_only_greedy,2,24,0.1667,0.1523,0.6667,0.2917,0.4831,0.0385,0.0000,0.0900,0.0528,0.0000,3
support_reversal,current_target_only_greedy,3,24,0.2083,0.1660,0.7917,0.2917,0.4913,0.0338,0.0000,0.0895,0.0495,0.0000,3
support_reversal,current_target_only_greedy,4,24,0.1250,0.1352,0.7083,0.1667,0.5058,0.0326,0.0000,0.0982,0.0495,0.0000,3
support_reversal,current_target_only_greedy,5,24,0.2917,0.1858,0.7500,0.3333,0.4844,0.0374,0.0000,0.0868,0.0477,0.0000,3
support_reversal,current_target_only_greedy,6,24,0.1250,0.1352,0.5833,0.2500,0.4977,0.0371,0.0000,0.0883,0.0525,0.0000,3
support_reversal,current_target_only_greedy,7,24,0.1667,0.1523,0.8333,0.2500,0.4906,0.0390,0.0000,0.0934,0.0598,0.0000,3
support_reversal,future_distribution_mpc,0,24,0.0833,0.1130,0.8750,0.1250,0.4998,0.0403,0.0714,0.0892,0.0546,0.0000,3
support_reversal,future_distribution_mpc,1,24,0.1667,0.1523,0.8333,0.2500,0.4851,0.0385,0.0728,0.0925,0.0502,0.0000,3
support_reversal,future_distribution_mpc,2,24,0.1667,0.1523,0.6667,0.2917,0.4817,0.0380,0.0703,0.0896,0.0570,0.0000,3
support_reversal,future_distribution_mpc,3,24,0.2083,0.1660,0.7917,0.2917,0.4904,0.0337,0.0689,0.0895,0.0498,0.0000,3
support_reversal,future_distribution_mpc,4,24,0.1250,0.1352,0.7083,0.1667,0.5025,0.0319,0.0764,0.0978,0.0534,0.0000,3
support_reversal,future_distribution_mpc,5,24,0.2917,0.1858,0.7500,0.3333,0.4833,0.0371,0.0689,0.0867,0.0486,0.0000,3
support_reversal,future_distribution_mpc,6,24,0.1250,0.1352,0.5833,0.2500,0.4963,0.0376,0.0695,0.0882,0.0530,0.0000,3
support_reversal,future_distribution_mpc,7,24,0.1667,0.1523,0.8333,0.2500,0.4901,0.0387,0.0740,0.0933,0.0619,0.0000,3
support_reversal,greedy_reach_mpc,0,24,0.0833,0.1130,0.8750,0.1250,0.5026,0.0403,0.0000,0.0894,0.0522,0.0000,3
support_reversal,greedy_reach_mpc,1,24,0.1667,0.1523,0.8333,0.2500,0.4851,0.0385,0.0000,0.0925,0.0502,0.0000,3
support_reversal,greedy_reach_mpc,2,24,0.1667,0.1523,0.6667,0.2917,0.4831,0.0385,0.0000,0.0900,0.0528,0.0000,3
support_reversal,greedy_reach_mpc,3,24,0.2083,0.1660,0.7917,0.2917,0.4913,0.0338,0.0000,0.0895,0.0495,0.0000,3
support_reversal,greedy_reach_mpc,4,24,0.1250,0.1352,0.7083,0.1667,0.5058,0.0326,0.0000,0.0982,0.0495,0.0000,3
support_reversal,greedy_reach_mpc,5,24,0.2917,0.1858,0.7500,0.3333,0.4844,0.0374,0.0000,0.0868,0.0477,0.0000,3
support_reversal,greedy_reach_mpc,6,24,0.1250,0.1352,0.5833,0.2500,0.4977,0.0371,0.0000,0.0883,0.0525,0.0000,3
support_reversal,greedy_reach_mpc,7,24,0.1667,0.1523,0.8333,0.2500,0.4906,0.0390,0.0000,0.0934,0.0598,0.0000,3
